"Station number","River","Location","Minimum altitude","10 percentile altitude","50 percentile altitude","90 percentile altitude","Maximum altitude"
"1001","Wick","Tarroul","13","31","79","140","240"
"2001","Helmsdale","Kilphedir","21","130","200","320","690"
"2002","Brora","Bruachrobie","9.4","140","240","420","710"
"3001","Shin","Lairg","87","110","220","390","870"
"3002","Carron","Sgodachail","75","220","430","680","950"
"3003","Oykel","Easter Turnaig","20","150","270","480","1000"
"3004","Cassley","Rosehall","5.2","120","290","480","1100"
"3005","Shin","Inveran","5.2","110","220","380","870"
"3006","Loch Ailsh","Loch Ailsh","150","190","320","610","1000"
"4001","Conon","Moy Bridge","12","150","350","640","1100"
"4003","Alness","Alness","14","190","410","580","840"
"4004","Blackwater","Contin","29","190","380","690","1100"
"4005","Meig","Glenmeanie","120","230","460","710","1100"
"4006","Bran","Dosmucheran","120","170","330","560","910"
"4007","Blackwater","Garve","70","250","410","710","1100"
"4008","Newhall Burn","Newhall Bridge","7","48","130","190","260"
"4009","Peffery","Strathpeffer STW","30","83","210","410","750"
"4010","Meig","Loch Beannacharain","140","260","500","760","1100"
"4011","Meig","Corrievuic","150","280","540","770","1100"
"5001","Beauly","Erchless","30","220","450","780","1200"
"5002","Farrar","Struy","54","230","460","750","1200"
"5003","Glass","Kerrow Wood","53","240","480","810","1200"
"5004","Glass","Fasnakyle","77","250","450","800","1200"
"6001","Ness","Ness Castle Farm","10","130","350","680","1100"
"6003","Moriston","Invermoriston","41","210","400","660","1100"
"6006","Allt Bhlaraidh","Invermoriston","110","340","490","560","680"
"6007","Ness","Ness-side","7","120","350","680","1100"
"6008","Enrick","Mill of Tore","110","190","340","520","670"
"6009","Moriston","Levishie","46","210","400","660","1100"
"6011","Tarff","Ardachy Bridge","34","320","610","760","890"
"6012","Enrick","White Bridge","140","210","340","520","670"
"6013","Mill Burn","Dirriebught House","11","32","150","240","290"
"7001","Findhorn","Shenachie","250","340","560","760","940"
"7002","Findhorn","Forres","11","230","410","730","940"
"7003","Lossie","Sheriffmills","18","42","200","330","520"
"7004","Nairn","Firhall","8.8","87","260","520","800"
"7005","Divie","Dunphail","120","230","310","410","540"
"7006","Lossie","Torwinny","200","270","340","430","520"
"7007","Black Burn","Monaughty","49","82","170","270","370"
"7008","Nairn","Balnafoich","180","220","340","600","800"
"7009","Mosset Burn","Wardend Bridge","43","90","190","290","370"
"7010","Muckle Burn","Brodie","23","97","170","310","410"
"7011","Black Burn","Pluscarden Abbey","55","86","160","260","370"
"7012","Lossie","Ballachraggan","180","240","320","410","520"
"8001","Spey","Aberlour","79","240","440","760","1300"
"8002","Spey","Kinrara","210","280","520","810","1300"
"8003","Spey","Ruthven Bridge","220","290","480","790","1000"
"8004","Avon","Delnashaugh","150","310","490","770","1300"
"8005","Spey","Boat of Garten","200","260","500","810","1300"
"8006","Spey","Boat o Brig","43","230","420","750","1300"
"8007","Spey","Invertruim","230","310","480","790","1000"
"8008","Tromie","Tromie Bridge","240","410","630","820","950"
"8009","Dulnain","Balnaan Bridge","220","270","450","670","880"
"8010","Spey","Grantown","190","250","460","780","1300"
"8011","Livet","Minmore","220","310","410","660","800"
"8013","Feshie","Feshie Bridge","240","330","620","910","1300"
"8015","Fiddich","Auchindoun","170","260","390","570","780"
"8016","Conglass Water","Auchriachan","320","390","500","660","790"
"8017","Burn of Carron","Dailuaine","96","190","270","480","740"
"8018","Avon","Tomintoul","310","480","660","960","1300"
"8021","Nethy","Forest Lodge","280","360","540","920","1200"
"9001","Deveron","Avochie","82","170","330","500","750"
"9002","Deveron","Muiresk","26","110","210","430","750"
"9003","Isla","Grange","93","140","200","290","420"
"9004","Bogie","Redcraig","120","180","290","430","710"
"9005","Allt Deveron","Cabrach","290","340","440","550","720"
"9006","Deskford Burn","Cullen","7.3","49","140","230","320"
"9007","Forgue Burn","Inverkeithny","49","100","160","230","340"
"9008","Burn of Boyne","Scotsmill","29","59","120","200","430"
"9009","Idoch Water","Turriff","32","69","120","160","230"
"9010","Deveron","Huntly","120","230","380","550","750"
"10001","Ythan","Ardlethen","6.9","58","110","160","380"
"10002","Ugie","Inverugie","9.5","39","84","140","230"
"10003","Ythan","Ellon","3.5","54","110","160","380"
"11001","Don","Parkhill","35","90","220","510","870"
"11002","Don","Haughton","58","130","310","560","870"
"11003","Don","Bridge of Alford","140","230","390","610","870"
"11004","Urie","Pitcaple","68","120","200","320","520"
"11005","Don","Mill of Newe","270","370","510","670","830"
"11006","Don","Culfork","310","400","530","680","830"
"12001","Dee","Woodend","71","190","510","820","1300"
"12002","Dee","Park","24","140","440","770","1300"
"12003","Dee","Polhollick","220","380","600","890","1300"
"12004","Girnock Burn","Littlemill","250","310","410","510","860"
"12005","Muick","Invermuick","200","360","620","860","1100"
"12006","Gairn","Invergairn","220","390","530","760","1200"
"12007","Dee","Mar Lodge","330","480","650","940","1300"
"12008","Feugh","Heugh Head","70","130","340","520","780"
"12009","Water of Dye","Charr","240","320","420","530","770"
"13001","Bervie","Inverbervie","7","67","120","290","460"
"13002","Luther Water","Luther Bridge","25","52","110","330","520"
"13003","South Esk","Stannochy Bridge","24","77","310","710","1000"
"13004","Prosen Water","Prosen Bridge","110","250","410","650","950"
"13005","Lunan Water","Kirkton Mill","9.9","46","97","150","250"
"13007","North Esk","Logie Mill","13","59","270","650","940"
"13008","South Esk","Brechin","19","75","310","710","1000"
"13009","West Water","Dalhouse Bridge","50","160","380","660","890"
"13010","Brothock Water","Arbroath","6.5","31","55","110","180"
"13012","South Esk","Gella Bridge","200","250","570","840","1000"
"13017","Colliston Burn","Colliston","33","54","90","140","180"
"14001","Eden","Kemback","7.1","41","100","190","520"
"14002","Dighty Water","Balmossie Mill","19","65","140","240","450"
"14005","Motray Water","St Michaels","7.6","25","78","140","280"
"14006","Monikie Burn","Panbride","15","55","140","210","250"
"14007","Craigmill Burn","Craigmill","11","53","150","200","250"
"14009","Eden","Strathmiglo","48","84","150","220","440"
"14010","Motray Water","Kilmany","21","51","100","150","280"
"15001","Isla","Forter","290","400","640","890","1100"
"15002","Newton Burn","Newton","240","310","440","640","800"
"15003","Tay","Caputh","36","210","440","740","1200"
"15004","Inzion","Loch of Lintrathen","210","250","370","490","670"
"15005","Melgan","Loch of Lintrathen","210","270","400","530","680"
"15006","Tay","Ballathie","22","120","400","720","1200"
"15007","Tay","Pitnacree","66","180","460","750","1200"
"15008","Dean Water","Cookston","46","59","130","250","450"
"15010","Isla","Wester Cardean","37","130","340","650","1100"
"15011","Lyon","Comrie Bridge","95","280","560","810","1200"
"15012","Tummel","Pitlochry","80","270","450","760","1100"
"15013","Almond","Almondbank","21","150","400","710","930"
"15014","Ardle","Kindrogan","250","340","500","690","1100"
"15015","Almond","Newton Bridge","210","330","580","760","930"
"15016","Tay","Kenmore","100","160","450","730","1200"
"15017","Braan","Ballinloan","150","270","410","590","870"
"15018","Lyon","Moar","240","360","600","810","1100"
"15021","Lunan Burn","Mill Bank","33","53","140","370","560"
"15023","Braan","Hermitage","57","260","400","580","870"
"15024","Dochart","Killin","120","190","440","710","1200"
"15025","Ericht","Craighall","73","250","420","710","1100"
"15027","Garry Burn","Loakmill","55","81","120","320","400"
"15028","Ordie Burn","Luncarty","22","59","110","300","450"
"15029","Alyth Burn","Pitcrocknie","84","130","240","380","460"
"15030","Dean Water","Dean Bridge","39","54","110","240","450"
"15032","Ordie Burn","Jackstone","50","83","160","340","450"
"15034","Garry","Killiecrankie","110","330","540","800","1100"
"15035","Tummel","Kinloch Rannoch","200","280","400","680","1100"
"15038","Gaur","Bridge of Gaur","210","290","350","620","1100"
"15039","Tilt","Marble Lodge","240","500","680","850","1100"
"15041","Lyon","Camusvrachan","180","340","580","790","1100"
"15046","Garry Burn","Loakmill","59","82","120","320","400"
"16001","Earn","Kinkell Bridge","19","58","300","600","980"
"16002","Earn","Aberuchill","63","110","400","600","970"
"16003","Ruchill Water","Cultybraggan","67","190","380","600","980"
"16004","Earn","Forteviot Bridge","5.7","49","230","570","980"
"16007","Ruthven Water","Aberuthven","27","75","220","420","490"
"17001","Carron","Headswood","19","80","250","400","560"
"17002","Leven","Leven","5.8","71","130","270","520"
"17003","Bonny Water","Bonnybridge","21","52","110","170","350"
"17004","Ore","Balfour Mains","27","61","120","210","360"
"17005","Avon","Polmonthill","4.4","81","170","220","310"
"17008","South Queich","Kinross","110","120","160","360","490"
"17012","Red Burn","Castlecary","48","91","130","170","180"
"17015","North Queich","Lathro","110","130","250","380","490"
"17016","Lochty Burn","Whinnyhall","73","84","110","170","340"
"17018","Greens Burn","Damleys Cottage","110","120","160","240","430"
"18001","Allan Water","Kinbuck","94","120","230","410","630"
"18002","Devon","Glenochil","4.4","43","290","530","720"
"18003","Teith","Bridge of Teith","16","110","320","610","1200"
"18005","Allan Water","Bridge of Allan","14","110","210","400","630"
"18007","Devon","Fossoway Bridge","160","260","400","550","720"
"18008","Leny","Anie","120","160","420","680","1200"
"18010","Forth","Gargunnock","4.6","15","100","380","950"
"18011","Forth","Craigforth","2.5","19","180","530","1200"
"18013","Black Devon","Fauld Mill","8.5","48","100","260","360"
"18014","Bannock Burn","Bannockburn","15","52","170","320","440"
"18015","Eas Gobhain","Loch Venachar","79","110","310","570","870"
"18016","Kelty Water","Clashmore","160","190","280","410","500"
"18017","Monachyle Burn","Balquhidder","300","370","490","670","880"
"18018","Kirkton Burn","Balquhidder","240","340","570","740","850"
"18019","Comer Burn","Comer","170","260","520","850","950"
"18020","Loch Ard Burn","Duchray","100","120","170","200","220"
"18021","Loch Ard Burn","Elrig","97","160","180","200","240"
"18022","Avon Dhu","Milton","19","45","210","480","700"
"18023","Monachyle Burn","Upper Monachyle","430","440","480","550","650"
"19001","Almond","Craigiehall","21","61","180","280","510"
"19002","Almond","Almond Weir","130","160","190","250","290"
"19003","Breich Water","Breich Weir","140","200","250","300","360"
"19004","North Esk","Dalmore Weir","130","220","280","430","580"
"19005","Almond","Almondell","75","140","220","290","510"
"19006","Water of Leith","Murrayfield","37","72","240","370","560"
"19007","Esk","Musselburgh","4.2","82","250","400","650"
"19008","South Esk","Prestonholm","74","180","270","440","650"
"19009","Bog Burn","Cobbinshaw","260","260","280","290","300"
"19010","Braid Burn","Liberton","48","100","160","340","490"
"19011","North Esk","Dalkeith Palace","32","150","270","420","580"
"19012","Water of Leith","Colinton","91","190","270","390","560"
"19014","Brox Burn","Newliston","36","62","130","220","310"
"19017","Gogar Burn","Turnhouse","34","47","99","200","350"
"19020","Almond","Whitburn","160","170","210","260","290"
"19021","South Esk","Cowbridge","29","110","250","390","650"
"20001","Tyne","East Linton","17","71","160","320","530"
"20002","West Peffer Burn","Luffness","3.8","12","27","59","140"
"20003","Tyne","Spilmersford","70","99","180","320","500"
"20004","East Peffer Burn","Lochhouses","3.6","15","31","81","180"
"20005","Birns Water","Saltoun Hall","72","140","220","350","500"
"20006","Biel Water","Belton House","15","77","160","320","440"
"20007","Gifford Water","Lennoxlove","51","98","200","390","530"
"20008","Brox Burn","Broxmouth","6.8","58","160","270","350"
"21001","Fruid Water","Fruid","300","340","460","640","800"
"21002","Whiteadder Water","Hungry Snout","210","280","360","440","530"
"21003","Tweed","Peebles","160","220","320","540","840"
"21005","Tweed","Lyne Ford","170","220","360","580","840"
"21006","Tweed","Boleside","94","210","340","530","840"
"21007","Ettrick Water","Lindean","100","220","370","530","840"
"21008","Teviot","Ormiston Mill","43","120","240","350","610"
"21009","Tweed","Norham","4.6","82","260","450","840"
"21010","Tweed","Dryburgh","67","200","320","500","840"
"21011","Yarrow Water","Philiphaugh","130","250","410","560","840"
"21012","Teviot","Hawick","89","190","280","390","610"
"21013","Gala Water","Galashiels","120","230","330","470","650"
"21014","Tweed","Kingledores","210","310","430","650","840"
"21015","Leader Water","Earlston","100","190","290","410","530"
"21016","Eye Water","Eyemouth Mill","5","67","150","230","410"
"21017","Ettrick Water","Brockhoperig","260","340","480","590","690"
"21018","Lyne Water","Lyne Station","170","220","290","420","560"
"21019","Manor Water","Cademuir","200","260","460","650","820"
"21020","Yarrow Water","Gordon Arms","230","300","460","600","840"
"21021","Tweed","Sprouston","23","140","280","460","840"
"21022","Whiteadder Water","Hutton Castle","28","87","230","380","530"
"21023","Leet Water","Coldstream","12","56","75","150","220"
"21024","Jed Water","Jedburgh","70","160","240","360","580"
"21025","Ale Water","Ancrum","64","130","250","340","450"
"21026","Tima Water","Deephope","230","300","390","490","540"
"21027","Blackadder Water","Mouth Bridge","58","99","210","270","450"
"21028","Menzion Burn","Menzion Farm","260","310","410","560","680"
"21029","Tweed","Glenbreck","280","350","420","500","630"
"21030","Megget Water","Henderland","260","350","510","680","840"
"21031","Till","Etal","25","55","160","430","810"
"21032","Glen","Kirknewton","55","110","240","470","810"
"21034","Yarrow Water","Craig Douglas","240","300","470","610","840"
"21035","Till","Heaton Mill","15","54","160","420","810"
"22001","Coquet","Morwick","5.2","79","190","420","770"
"22002","Coquet","Bygate","220","320","410","490","620"
"22003","Usway Burn","Shillmoor","200","320","450","550","770"
"22004","Aln","Hawkhill","17","65","120","220","340"
"22006","Blyth","Hartford Bridge","24","58","110","190","270"
"22007","Wansbeck","Mitford","31","94","180","280","440"
"22008","Alwin","Clennell","160","270","400","520","610"
"22009","Coquet","Rothbury","70","130","280","450","770"
"23001","Tyne","Bywell","15","140","260","470","890"
"23002","Derwent","Eddys Bridge","180","240","360","490","560"
"23003","North Tyne","Reaverhill","66","160","270","410","600"
"23004","South Tyne","Haydon Bridge","53","180","330","550","890"
"23005","North Tyne","Tarset","120","200","320","460","600"
"23006","South Tyne","Featherstone","130","230","440","600","890"
"23007","Derwent","Rowlands Gill","29","130","260","450","560"
"23008","Rede","Rede Bridge","110","180","280","420","580"
"23009","South Tyne","Alston","260","370","520","650","890"
"23010","Tarset Burn","Greenhaugh","140","210","300","400","510"
"23011","Kielder Burn","Kielder","210","280","420","520","600"
"23012","East Allen","Wide Eals","150","260","380","530","670"
"23013","West Allen","Hindley Wrae","160","260","410","520","670"
"23014","North Tyne","Kielder temporary","190","230","340","470","600"
"23015","North Tyne","Barrasford","59","160","270","410","600"
"23016","Ouse Burn","Crag Hall","35","51","68","100","140"
"23017","Team","Team Valley","12","32","120","220","310"
"23018","Ouse Burn","Woolsington","65","73","88","120","140"
"23022","North Tyne","Uglydub","130","210","340","470","600"
"23033","Rede","Otterburn","150","220","320","460","580"
"24001","Wear","Sunderland Bridge","40","120","290","520","750"
"24002","Gaunless","Bishop Auckland","64","110","170","300","450"
"24003","Wear","Stanhope","200","330","470","620","750"
"24004","Bedburn Beck","Bedburn","110","190","320","430","530"
"24005","Browney","Burnhall","47","100","200","290","380"
"24006","Rookhope Burn","Eastgate","240","350","460","550","610"
"24007","Browney","Lanchester","110","170","260","320","380"
"24008","Wear","Witton Park","76","180","360","550","750"
"24009","Wear","Chester le Street","4.7","89","210","470","750"
"24011","Wear","Burnhope Reservoir","340","420","550","680","750"
"25001","Tees","Darlington Broken Scar","36","110","370","610","880"
"25002","Tees","Dent Bank","230","390","560","680","880"
"25003","Trout Beck","Moor House","540","570","650","750","840"
"25004","Skerne","Darlington South Park","37","58","96","140","220"
"25005","Leven","Leven Bridge","2.6","63","92","260","450"
"25006","Greta","Rutherford Bridge","220","290","410","490","590"
"25007","Clow Beck","Croft","28","72","130","190","460"
"25008","Tees","Barnard Castle","130","250","450","640","880"
"25009","Tees","Low Moor","4.6","56","210","570","880"
"25011","Langdon Beck","Langdon","370","440","550","640","700"
"25012","Harwood Beck","Harwood","370","430","540","640","710"
"25018","Tees","Middleton in Teesdale","210","370","550","670","880"
"25019","Leven","Easby","110","160","210","290","330"
"25020","Skerne","Preston le Skerne","69","80","110","150","220"
"25021","Skerne","Bradbury","76","88","110","150","190"
"25022","Balder","Balderhead Reservoir","290","350","430","480","560"
"25023","Tees","Cow Green Reservoir","470","510","600","720","880"
"25029","Leven","Foxton Bridge","20","66","95","260","450"
"25808","Burnt Hill","Moor House","550","560","570","570","570"
"25809","Bog Hill","Moor House","510","520","530","550","550"
"25810","Sike Hill","Moor House","520","520","530","540","540"
"26001","West Beck","Wansford Bridge","8","27","98","200","250"
"26002","Hull","Hempholme Lock","2.6","9.7","69","160","250"
"26003","Foston Beck","Foston Mill","7","13","77","140","160"
"26004","Gypsey Race","Bridlington","11","51","100","160","210"
"26005","Gypsey Race","Boynton","16","53","110","160","210"
"26006","Elmswell Beck","Little Driffield","15","24","50","85","110"
"26007","Catchwater","Withernwick","7.7","11","14","17","20"
"26008","Mires Beck","North Cave","9.3","30","79","140","160"
"26009","West Beck","Snakeholme Lock","7.9","27","98","200","250"
"26010","Driffield Canal","Snakeholme Lock","7.9","13","78","150","180"
"26011","Market Weighton Canal","Wholsea Grange","4.7","7.5","31","110","150"
"26012","Foulness","Holme House Farm","6","8.3","12","99","160"
"26013","Driffield Trout Stream","Driffield","13","22","57","110","160"
"26014","Water Forlornes","Driffield","19","53","110","150","180"
"26802","Gypsey Race","Kirby Grindalythe","99","120","150","190","210"
"27001","Nidd","Hunsingore Weir","19","35","160","420","700"
"27002","Wharfe","Wetherby Flint Mill","12","74","260","490","700"
"27003","Aire","Beal","6.1","48","170","370","590"
"27004","Calder","Newlands","17","62","200","390","580"
"27005","Nidd","Gouthwaite Reservoir","130","230","390","520","700"
"27006","Don","Sheffield Hadfields","32","110","260","410","540"
"27007","Ure","Westwick","15","53","260","510","710"
"27008","Swale","Leckby Topcliffe","16","32","100","460","710"
"27009","Ouse","Skelton","5.6","23","120","460","710"
"27010","Hodge Beck","Bransdale Weir","160","220","330","420","450"
"27011","Washburn","Lindley Wood Reservoir","80","160","240","370","460"
"27012","Hebden Water","High Greenwood","190","300","380","450","500"
"27013","Ewden Beck","More Hall Reservoir","120","200","340","490","540"
"27014","Rye","Little Habton","21","37","170","330","450"
"27015","Derwent","Stamford Bridge","8.5","25","100","270","450"
"27016","Little Don","Underbank Reservoir","170","230","330","480","540"
"27017","Loxley","Damflask Reservoir","130","210","330","450","530"
"27018","Ryburn","Ryburn Reservoir","190","250","340","420","470"
"27019","Booth Dean Clough","Booth Wood Mill","210","300","370","430","480"
"27020","Scout Dike Stream","Scout Dike Resevoir","210","240","300","340","380"
"27021","Don","Doncaster","5.3","48","120","310","540"
"27022","Don","Rotherham Weir","24","68","150","350","540"
"27023","Dearne","Barnsley Weir","41","80","140","220","380"
"27024","Swale","Richmond","110","250","420","560","710"
"27025","Rother","Woodhouse Mill","32","68","120","210","390"
"27026","Rother","Whittington","62","96","140","280","390"
"27027","Wharfe","Ilkley","71","190","360","530","700"
"27028","Aire","Armley","28","100","200","360","590"
"27029","Calder","Elland","60","150","300","410","500"
"27030","Dearne","Adwick","14","38","95","190","380"
"27031","Colne","Colne Bridge","47","120","230","410","580"
"27032","Hebden Beck","Hebden","230","340","460","570","690"
"27033","Sea Cut","Scarborough","20","46","89","160","200"
"27034","Ure","Kilgram Bridge","86","170","370","550","710"
"27035","Aire","Kildwick Bridge","88","120","200","390","590"
"27038","Costa Beck","Gatehouses","27","28","77","140","160"
"27040","Doe Lea","Staveley","52","71","110","160","200"
"27041","Derwent","Buttercrambe","9.5","25","100","270","450"
"27042","Dove","Kirkby Mills","36","110","200","370","430"
"27043","Wharfe","Addingham","80","190","360","540","700"
"27044","Blackfoss Beck","Sandhills Bridge","7.5","13","28","120","240"
"27047","Snaizeholme Beck","Low Houses","270","310","430","580","670"
"27048","Derwent","West Ayton","32","90","170","240","300"
"27049","Rye","Ness","27","89","230","350","450"
"27050","Esk","Sleights","8","130","220","330","430"
"27051","Crimple","Burn Bridge","110","130","170","220","240"
"27052","Whitting","Sheepbridge","71","110","180","270","390"
"27053","Nidd","Birstwith","65","150","320","490","700"
"27054","Hodge Beck","Cherry Farm","98","180","270","400","450"
"27055","Rye","Broadway Foot","96","160","270","370","450"
"27056","Pickering Beck","Ings Bridge","27","80","170","250","300"
"27057","Seven","Normanby","28","65","190","340","430"
"27058","Riccal","Crook House Farm","35","57","210","320","420"
"27059","Laver","Ripon Laver Weir","30","90","180","330","410"
"27060","Kyle","Newton On Ouse","8","14","21","48","160"
"27061","Colne","Longroyd Bridge","73","160","300","440","520"
"27062","Nidd","Skip Bridge","10","30","140","410","700"
"27063","Dibb","Grimwith Reservoir","240","310","400","510","550"
"27064","Went","Walden Stubbs","8.1","26","49","70","95"
"27065","Holme","Huddersfield Queens Mill","69","150","260","420","580"
"27066","Blackburn Brook","Ashlowes","32","71","120","210","310"
"27067","Sheaf","Highfield Road","58","110","190","350","430"
"27068","Ryburn","Ripponden","130","240","340","420","480"
"27069","Wiske","Kirby Wiske","21","32","52","79","310"
"27071","Swale","Crakehill","15","31","100","460","710"
"27072","Worth","Keighley","97","190","300","410","460"
"27073","Brompton Beck","Snainton Ings","21","23","64","190","220"
"27074","Spen Beck","Northorpe","44","76","130","200","300"
"27075","Bedale Beck","Leeming","26","39","99","230","460"
"27076","Bielby Beck","Thornton Lock","7.8","14","90","190","240"
"27077","Bradford Beck","Shipley","68","120","190","280","400"
"27079","Calder","Methley","12","50","190","390","580"
"27080","Aire","Oulton Lemonroyd","13","75","180","340","590"
"27081","Oulton Beck","Oulton Farrer Lane","20","47","76","120","140"
"27082","Cundall Beck","Bat Bridge","16","19","31","49","61"
"27083","Foss","Huntington","7.4","14","27","75","170"
"27084","Eastburn Beck","Crosshills","88","150","270","340","440"
"27085","Cod Beck","Dalton Bridge","18","34","94","260","400"
"27086","Skell","Ripon Alma Weir","21","82","170","320","410"
"27087","Derwent","Low Marishes","17","24","85","210","300"
"27088","Calder","Mytholmroyd","89","200","340","420","500"
"27089","Wharfe","Tadcaster","5.3","58","240","480","700"
"27090","Swale","Catterick Bridge","57","150","360","550","710"
"27091","Crimple","Blackstones","22","40","89","170","240"
"27092","Esk","Briggswath","6.3","120","220","320","430"
"27093","Riccal","Nunnington","","","","",""
"27094","Wiske","Romanby Viewly Bridge","28","40","58","82","310"
"27095","Pickering Beck","Pickering","31","87","170","250","300"
"27096","Wharfe","Netherside Hall","170","260","430","570","700"
"27097","Aire","Bingley","","","","",""
"27098","Calder","Dewsbury","35","100","240","400","580"
"27099","Derwent","Malton A64 Road Bridge","15","26","130","280","450"
"28001","Derwent","Yorkshire Bridge","160","280","420","530","630"
"28002","Blithe","Hamstall Ridware","64","95","140","210","280"
"28003","Tame","Water Orton","76","110","140","180","290"
"28004","Tame","Lea Marston","67","94","130","170","290"
"28005","Tame","Elford","52","78","120","160","290"
"28006","Trent","Great Haywood","71","95","140","200","330"
"28007","Trent","Shardlow","29","72","120","220","550"
"28008","Dove","Rocester Weir","84","160","270","370","550"
"28009","Trent","Colwick","18","64","120","270","640"
"28010","Derwent","Longbridge Weir","43","110","260","410","640"
"28011","Derwent","Matlock Bath","89","170","310","450","640"
"28012","Trent","Yoxall","58","87","120","180","330"
"28014","Sow","Milford","72","88","110","150","230"
"28015","Idle","Mattersey","5.7","21","70","150","200"
"28016","Ryton","Serlby Park","7.1","22","61","120","160"
"28017","Devon","Cotham","17","24","46","120","180"
"28018","Dove","Marston on Dove","46","98","210","340","550"
"28019","Trent","Drakelow Park","44","76","120","170","330"
"28020","Churnet","Rocester","83","150","220","320","500"
"28021","Derwent","Draycott","32","92","240","400","640"
"28022","Trent","North Muskham","4.8","51","110","260","640"
"28023","Wye","Ashford","140","280","330","410","550"
"28024","Wreake","Syston Mill","47","76","120","160","230"
"28025","Sence","Ratcliffe Culey","69","84","110","150","280"
"28026","Anker","Polesworth","62","79","100","140","280"
"28027","Erewash","Sandiacre","34","58","99","150","190"
"28028","Soar","Wanlip","45","69","100","140","220"
"28029","Kingston Brook","Kingston Hall","33","46","80","120","150"
"28030","Black Brook","Onebarrow","120","140","170","220","250"
"28031","Manifold","Ilam","130","240","300","390","510"
"28032","Meden","Church Warsop","55","74","130","170","200"
